srch_id,item_id,item_title,item_add1,item_add2
961,12411441,South Street Cafe,105  South St,"Bennington, VT 05201"
962,12414659,South York Diner,2149 S Queen St,"York, PA 17403"
963,12422594,Southeastern Soda Shop,102 N Elm St,"Greensboro, NC 27401"
964,12474603,Pizza Connection,46  Bangor St,"Augusta, ME 04330"
965,12514435,Lunch At La Sous Terre,112 N Holden St,"Warrensburg, MO 64093"
966,12519909,Spiral Press Cafe,15  Bonnet St,"Manchester Center, VT 05255"
967,12523995,Splash Seafood Bar & Grill,303  Locust St,"Des Moines, IA 50309"
968,12627312,Stagecoach Inn,3132 W Chinden Blvd,"Garden City, ID 83714"
969,12627526,Stageline Pizza Co Of Polson,4  4th Ave E,"Polson, MT 59860"
970,12632885,Cool Als,4654  Mcwillie Dr,"Jackson, MS 39206"
971,12645672,Stan's Restaurant,465 NW Main St,"Blackfoot, ID 83221"
972,12672539,Starvin Marvin Pizza Shop,"211 N Frederick Ave, Ste C","Gaithersburg, MD 20877"
973,12727381,Panin's Cafe,110  Court St,"Statesville, NC 28677"
974,12729622,Station Grill,127 E King St,"Martinsburg, WV 25401"
975,12777977,Stevo's,290 S 600  W,"Heyburn, ID 83336"
976,12834012,Strawberry Patch,1703 E Baker St,"Plant City, FL 33563"
977,12876515,Subway,"300  Bailey Dr, Ste 110","Stewartstown, PA"
978,12876701,Subway,711 E Court St,"Weiser, ID"
979,12877078,Subway,101 E Grant Hwy,"Marengo, IL"
980,12877952,Subway,101 E Main St,"Cut Bank, MT"
981,12878385,Subway,417  Dock St,"Ketchikan, AK"
982,12878702,Subway,"5990  Ogeechee Rd, Ste D","Savannah, GA 31419"
983,12880014,Subway,220 E State St,"Ithaca, NY"
984,12880460,Subway,308 W Front St,"Evergreen, AL"
985,12882440,Subway,"110 W Main St, Ste D","Visalia, CA"
986,12882536,Subway,1321 W Shelby St,"Falmouth, KY"
987,12882744,Subway,4316 S Ashland Ave,"Chicago, IL 60609"
988,12884213,Subway,200  Highway 49  S,"Beulah, ND"
989,12884376,Subway,6183 E M 115,"Cadillac, MI 49601"
990,12884474,Subway,1844 S Highway 21 Byp,"Monroeville, AL 36460"
991,12884896,Subway,376  Highway 2  W,"Devils Lake, ND"
992,12885416,Subway,1011 W Fort Scott St,"Butler, MO"
993,12885441,Subway,34  Elm St,"Newport, NH"
994,12886676,Subway,6107  3m Dr,"Menomonie, WI 54751"
995,12886955,Subway,182 E State St,"Eagle, ID"
996,12887896,Subway,1865 N 21st St,"Newark, OH 43055"
997,12888520,Subway,"1602  El Camino Real, Ste A","Belmont, CA 94002"
998,12889026,Subway,"1768 N Main Street Ext, Ste 1","Butler, PA 16001"
999,12891081,Subway,322  4th Ave,"Holdrege, NE"
1000,12892128,Subway,7411  Baltimore Ave,"College Park, MD"
1001,12897138,Sue's Log Cabin Restaurant,2693  Tails Creek Rd,"Ellijay, GA 30540"
1002,12931839,Sun Valley Pizza,"11500  Alexandria Pike, Unit B","Alexandria, KY 41001"
1003,12953308,Sunrise Cafe,1369 N Great Neck Rd,"Virginia Beach, VA 23454"
1004,12953553,Sunrise Chinese Food,1031  Tremont St,"Roxbury Crossing, MA 02120"
1005,12954553,Sunrise Espresso,525  Main St,"Lander, WY 82520"
1006,12959678,Sunset Beach & Twin Lakes Inc,401 W Main St,"Sunset Beach, NC 28468"
1007,12959894,Sunset Cafe,302 S Urania Ave,"Greensburg, PA 15601"
1008,12963340,Sunset Restaurant,415 S Main St,"Moorefield, WV 26836"
1009,12974351,Super 8 Bowman,408  3rd Ave SW,"Bowman, ND"
1010,12974466,Super 8 Motel,215 W Main St,"Rexburg, ID"
1011,12974906,Super 8 Melbourne,1515 S Harbor City Blvd,"Melbourne, FL"
1012,12977241,Super China Buffet,15323  Westminster Way N,"Seattle, WA 98133"
1013,12984206,Super Wok,25  Orchard View Dr,"Londonderry, NH 03053"
1014,12984234,Super Wok,4203 S Peoria Ave,"Tulsa, OK 74105"
1015,13050370,Sybil's Family Restaurant,362 N 1st St,"Jesup, GA 31545"
1016,13066128,Szechaun Garden Restaurant,108  Fisherville Rd,"Concord, NH 03303"
1017,13066159,Szechuan Chinese Restaurant,124  Main St,"Johnstown, PA 15901"
1018,13066260,Szechuan Hot Wok Corp,2578  Frayser Blvd,"Memphis, TN 38127"
1019,13066371,P and P Szechuan Restaurant,42  Water St,"Exeter, NH 03833"
1020,13091459,Nora's Subs & Pizza,12813  Wisteria Dr,"Germantown, MD 20874"
1021,13100736,Taco Bandido,2301  Overland Ave,"Burley, ID 83318"
1022,13101193,Taco Bell,1039 W Mercury Blvd,"Hampton, VA 23666"
1023,13101326,Taco Bell,3800  Northlake Blvd,"West Palm Beach, FL 33403"
1024,13101547,Taco Bell,8711 N Knoxville Ave,"Peoria, IL 61615"
1025,13101550,Taco Bell,11850  Old Grade Rd,"Ojai, CA 93023"
1026,13102068,Taco Bell,2040  Lincoln Hwy E,"Lancaster, PA 17602"
1027,13102445,Taco Bell,1525 E Alexis Rd,"Toledo, OH 43612"
1028,13102677,Taco Bell,1905  Southwest Blvd,"Jefferson City, MO 65109"
1029,13102890,Taco Bell,305 N 8th St,"Independence, KS"
1030,13103145,Taco Bell,1609  New Boston Rd,"Texarkana, TX 75501"
1031,13103210,Taco Bell,1600 N Riverside Dr,"Espanola, NM 87532"
1032,13103357,Taco Bell,5020  Mercury Blvd,"Newport News, VA 23605"
1033,13103632,Taco Bell,1579 N Morton St,"Franklin, IN 46131"
1034,13103700,Taco Bell,420 S 10th St,"McAllen, TX"
1035,13103986,Taco Bell,235 N Santa Claus Ln,"North Pole, AK"
1036,13104056,Taco Bell,824 S 6th St,"Waco, TX"
1037,13104469,Taco Bell,1045  Casitas Pass Rd,"Carpinteria, CA 93013"
1038,13104860,Taco Bell,"7330  Veterans Pkwy, Ste A","Columbus, GA 31909"
1039,13104899,Taco Bell,1416 E 16th Ave,"Cordele, GA 31015"
1040,13105049,Taco Bell,1118  Big Bethel Rd,"Hampton, VA 23666"
1041,13105087,Taco Bell,"245  Allegheny Blvd, Ste A","Brookville, PA 15825"
1042,13105098,Taco Bell,3101 N Sterling Ave,"Peoria, IL 61604"
1043,13105282,Taco Bell,"22210  State Route 51  W, Ste B","Genoa, OH 43430"
1044,13106347,Taco Bell,4507 W 7th St,"Texarkana, TX 75501"
1045,13107309,Taco John's,495 N Main St,"Mountain Home, ID"
1046,13107454,Taco John's,315 W Towne St,"Glendive, MT"
1047,13108010,Taco Real,712  Loop 59,"Atlanta, TX 75551"
1048,13108049,Taco Roco,281  Santa Rosa St,"San Luis Obispo, CA 93405"
1049,13108292,Tacotime,1121  Coral St,"Kemmerer, WY"
1050,13109617,Tacos Elsinore,"19980  Grand Ave, Ste L","Lake Elsinore, CA 92530"
1051,13109741,Tacos Los Toritos,861 N Nellis Blvd,"Las Vegas, NV 89110"
1052,13109837,Taco's Omana,10300  Rush St,"South El Monte, CA 91733"
1053,13109912,Burrito Heaven,1813 SE 3rd St,"Corvallis, OR 97333"
1054,13134076,Tandoor Cuisine of India,"1132 E Katella Ave, Ste A3","Orange, CA 92867"
1055,13143145,Taqueria Arandas,2129 E 7th St,"Austin, TX 78702"
1056,13143162,Taqueria Puro Jalisco,1629  Richey St,"Pasadena, TX 77502"
1057,13143934,Taqueria Jalisco,2211  Avenue Q,"Lubbock, TX 79411"
1058,13144367,El Campestre Dos Restaurant,1425  Main St,"Newman, CA 95360"
1059,13144522,Taqueria Mi Hacienda,1431  Richey St,"Pasadena, TX 77502"
1060,13154903,Taste of China,"4212  Douglas Ave, Ste A","Des Moines, IA"
1061,13155357,Taste of Thai,216 E State St,"Ithaca, NY 14850"
1062,13155365,Nit Noi Thai Restaurant,2020  Louisiana St,"Houston, TX 77002"
1063,13156376,Tasty Tacos,2900 E Euclid Ave,"Des Moines, IA 50317"
1064,13159351,Tatum Seafood Inc,8164  River Rd,"Southport, NC 28461"
1065,13169870,Taylor Haus Family Restaurant Inc,19158  Barrens Rd S,"Stewartstown, PA 17363"
1066,13183459,Td's of Clemson,347  College Ave,"Clemson, SC 29631"
1067,13242666,Teriyaki Box,401  I St,"Anchorage, AK 99501"
1068,13242875,Teriyaki Time,14415  Greenwood Ave N,"Seattle, WA 98133"
1069,13242896,Teriyaki Wok,1717 NE 44th St,"Renton, WA 98056"
1070,13246799,Crystal Corner,1031  Centerton Rd,"Elmer, NJ 08318"
1071,13247620,Terra Grano Pizza,1557  South St,"Wheatland, WY 82201"
1072,13300792,The Badger's Den,6551  Main St,"Bonners Ferry, ID 83805"
1073,13306261,The Bean Bag,110 N Central Ave,"Sidney, MT 59270"
1074,13307710,Beer Jug Inc,313 N Merrill Ave,"Glendive, MT 59330"
1075,13312795,Blue Moose Cafe,79  Aikens Rd,"Eagle, ID 83616"
1076,13317013,Boot Bar & Grill,702 E Main St,"Riverton, WY 82501"
1077,13319210,Bread Board,190 E Hart St,"Buffalo, WY 82834"
1078,13319314,Breakfast Club,"4400 N Scottsdale Rd, Ste 1-3","Scottsdale, AZ 85251"
1079,13323445,The Burrito Shop,907  9th St,"Wichita Falls, TX 76301"
1080,13325173,The Cafe,13  Rockingham St,"Bellows Falls, VT 05101"
1081,13326397,The Candlewyck Inn,65 S Mineral St,"Keyser, WV 26726"
1082,13346457,The Coffee Cottage,106  Highway 2  SW,"Rugby, ND 58368"
1083,13347006,The Cold Spot Bar & Carry Out,1205 W Shelby St,"Falmouth, KY 41040"
1084,13365465,Piggies & Cream At The Depot,104  Railroad St,"Kouts, IN 46347"
1085,13382345,Subway,302 W Lake St,"Topeka, IN 46571"
1086,13394900,The Gallery,107 W North St,"Grangeville, ID 83530"
1087,13402895,Golden Spike,260  1st St W,"Havre, MT 59501"
1088,13404439,The Gourmet Specialist,150  Bridge St,"Manchester, NH 03104"
1089,13405018,The Grand Hotel & Restaurant,139  Mcleod St,"Big Timber, MT 59011"
1090,13406876,Great Wok Restaurants,1284  Massachusetts Ave,"Dorchester, MA 02125"
1091,13407446,The Green Lantern,118 N Water Ave,"Gallatin, TN 37066"
1092,13408988,Inferno,112 N Santa Fe Ave,"Salina, KS 67401"
1093,13443453,Last Laff,123 S Main St,"Butler, PA 16001"
1094,13452422,The Lobby,405 S Main St,"Conrad, MT 59425"
1095,13459978,Food And Friends Market,215 W Washington St,"Lewisburg, WV 24901"
1096,13462552,Hola Mexican Restaurant,1001 N Main St,"Jacksonville, FL 32206"
1097,13501346,Main Street Station Bar & Grill,"805 E Main St, Ste 102","Battle Ground, WA 98604"
1098,13502583,The Plum,6  Rochester Pl,"Hagerstown, MD 21740"
1099,13503187,The Pointe Afta,252  China Rd,"Waterville, ME 04901"
1100,13511943,The Ranch,4628  Ellwood Rd,"New Castle, PA 16101"
1101,13513841,The Recreation Center,213  William St,"Fredericksburg, VA 22401"
1102,13517180,The REX,2401  Montana Ave,"Billings, MT 59101"
1103,13518547,The Riksha,222  Park Central  N,"Springfield, MO 65806"
1104,13526051,The Sandwich Tree,500 W 17th St,"Idaho Falls, ID 83402"
1105,13543019,The Stockyard,185 S 2nd  E,"Mountain Home, ID 83647"
1106,13562325,The Upper Room,129 W Broad St,"Statesville, NC 28677"
1107,13565411,The Varsity Club,3900  Bonney Rd,"Virginia Beach, VA 23452"
1108,13569845,The Vista Restaurant & Lounge,78-7000  Alii Dr,"Kailua Kona, HI 96740"
1109,13570677,The Wah Hing Restaurant,215  Mckinley Ave,"Kellogg, ID 83837"
1110,13572542,The Water Store Y Mas,407 N Riverside Dr,"Espanola, NM 87532"
1111,13576350,The White House Grill,712 N Spokane St,"Post Falls, ID 83854"
1112,13630376,Three Mile Corner Cafe,510311  Highway 95,"Bonners Ferry, ID 83805"
1113,13642563,Tia Sophia's,210 W San Francisco St,"Santa Fe, NM 87501"
1114,13644302,Tichon Sea Food Corp,7  Conway St,"New Bedford, MA 02740"
1115,13654840,Tijuana's Bar and Grill,216 E Yosemite Ave,"Madera, CA 93638"
1116,13660703,Timber Bar,116  Mcleod St,"Big Timber, MT 59011"
1117,13693258,Tj's Bagel and Eatery,123  Nashua Rd,"Londonderry, NH 03053"
1118,13703384,Cindy's Place,125 S Main St,"Butler, PA 16001"
1119,13712862,Togo's,933 E Hillsdale Blvd,"San Mateo, CA 94404"
1120,13712912,Togo's Sandwiches,242  Redwood Shores Pkwy,"Redwood City, CA 94065"
1121,13713319,Toi's Thai,423 N Last Chance Gulch,"Helena, MT 59601"
1122,13719354,Tomken's Bar & Grill,8001 W Greenfield Ave,"Milwaukee, WI 53214"
1123,13736275,Tonys Crab & Seafood,3138  Victory Blvd,"Portsmouth, VA 23702"
1124,13737939,Cowboy's Place,2121  Washington St,"Unionville, MO 63565"
1125,13738146,Tony's Family Restaurant,1629  Meyer St,"Sealy, TX 77474"
1126,13758013,Tortilla Laguna,1136  Francis St,"Longmont, CO 80501"
1127,13781418,Town & Country Discount Foods,216 E 9th St,"Mountain Home, AR 72653"
1128,13866981,Tres Hermamos,2854  Pocatello Ave,"American Falls, ID 83211"
1129,13909932,Triple Eight Chinese Restaurant,4410 W Hundred Rd,"Chester, VA 23831"
1130,13949182,Tsunami Japanese Sushi Bar And Grill,106 E North St,"Greenville, SC 29601"
1131,13979191,Tuscany Square Ristorante,3470  Wilmington Rd,"New Castle, PA 16105"
1132,13985429,A One Pizza,21  Broadway,"New Haven, CT 06511"
1133,13986987,Twilite Lounge & Casino,209 N Merrill Ave,"Glendive, MT 59330"
1134,14083304,Union Canal House,107 S Hanover St,"Hershey, PA 17033"
1135,14086542,Union League Cafe,"1032  Chapel St, Ste A","New Haven, CT 6510"
1136,14195599,University Cup Coffee Co,1027 S Franklin St,"Mount Pleasant, MI 48858"
1137,14228023,Hodo Restaurant,101  Broadway  N,"Fargo, ND 58102"
1138,14279979,V I P Pizza,180 E Pine St,"Exeter, CA 93221"
1139,14292074,Pizza Place,170 E Bonita Ave,"San Dimas, CA 91773"
1140,14305257,Valley Pizza,4281 W State Road 10,"Wheatfield, IN 46392"
1141,14416210,Vicky's Viking Room,"253  Central Ave N, Ste 6","Valley City, ND 58072"
1142,14417146,Vila's Restaurant & Lounge,2027 S State Road 7,"Fort Lauderdale, FL 33317"
1143,14418082,Villa Del Mar 1,111 S State St,"Ukiah, CA 95482"
1144,14420156,Villa Tepeyac,10005  Rush St,"South El Monte, CA 91733"
1145,14425021,Village Green Restaurant,120 N Frederick Ave,"Gaithersburg, MD 20877"
1146,14425097,Village Grill,4337  Old Hundred Rd,"Chester, VA 23831"
1147,14426153,Village Inn,1915  Krenzien Dr,"Norfolk, NE 68701"
1148,14476217,D & D Pizza & Sub,135  Mount Auburn St,"Watertown, MA 02472"
1149,14478379,Vivio's,4531 S Straits Hwy,"Indian River, MI 49749"
1150,14520914,Waffle House,1425  Virginia Ave,"Atlanta, GA 30337"
1151,14580683,Wang's Express,544 S Highland St,"Memphis, TN 38111"
1152,14661288,Subway,48  Glen Rd,"West Lebanon, NH"
1153,14666505,Webb George,7227 W Greenfield Ave,"Milwaukee, WI 53214"
1154,14711831,Wendell Snack Bar,319  Idaho St,"Gooding, ID 83330"
1155,14713293,Wendy's Old Fashioned Hamburgers,211  Charlton Rd,"Sturbridge, MA 01566"
1156,14713471,Wendy's Old Fashioned Hamburgers,6201  Asheville Hwy,"Knoxville, TN 37924"
1157,14715117,Wendy's Old Fashioned Hamburgers,1456  Sheridan Ave,"Cody, WY"
1158,14715144,Wendy's Old Fashioned Hamburgers,3025  Cranberry Hwy,"East Wareham, MA 02538"
1159,14715245,Wendy's Old Fashioned Hamburgers,400 E Highway 80,"Pooler, GA"
1160,14717062,Wendy's Old Fashioned Hamburgers,1816  Cumberland Ave,"Knoxville, TN 37916"
1161,14717096,Wendy's Old Fashioned Hamburgers,2401  Chapman Hwy,"Knoxville, TN 37920"
1162,14717182,Wendy's,4775  Dixie Hwy,"Waterford, MI 48329"
1163,14717317,Wendy's Old Fashioned Hamburgers,7  Fairhaven Commons Way,"Fairhaven, MA 02719"
1164,14717777,Wendy's Old Fashioned Hamburgers,38 S 8th Ave,"Clarion, PA 16214"
1165,14717792,Wendy's Old Fashioned Hamburgers,109  Thomas Rd,"West Monroe, LA 71291"
1166,14718213,Wendy's Old Fashioned Hamburgers,6918  Maynardville Pike,"Knoxville, TN 37918"
1167,14718217,Wendy's Old Fashioned Hamburgers,5996  Ogeechee Rd,"Savannah, GA 31419"
1168,14718343,Wendy's Old Fashioned Hamburgers,300  Well Rd,"West Monroe, LA 71292"
1169,14718344,Wendy's Old Fashioned Hamburgers,1013 N 18th St,"Monroe, LA 71201"
1170,14718798,Wendy's Old Fashioned Hamburgers,33  Saint Nicholas Dr,"North Pole, AK"
1171,14740541,West Inn Cantina,3644  Saint Johns Ave,"Jacksonville, FL 32205"
1172,14741580,West Lake Chinese Take Out,"1  Old Wolfe Rd, Ste 5","Budd Lake, NJ 07828"
1173,14787994,Westside Drive In,508 W 12th St,"Grafton, ND 58237"
1174,14800287,Whataburger,1921  Highway 90,"Liberty, TX"
1175,14833234,Tavern Whitey's,119 W Huber St,"Marion, OH 43302"
1176,14863891,Wildflower Cafe of Exeter,121 S E St,"Exeter, CA 93221"
1177,14892071,Williams Seafood,5324  Norman St,"Eastman, GA 31023"
1178,14904552,Willow Tree Golf & Country Club Inc,232 W Galbraith Line Rd,"Melvin, MI 48454"
1179,14941440,Wings of Fire Inc,397 E James Lee Blvd,"Crestview, FL 32539"
1180,14977466,Wok & Grill,120  5th Ave,"Pittsburgh, PA 15222"
1181,14977501,Wok & Roll Chinese Fast Food,9252  Albemarle Rd,"Charlotte, NC 28227"
1182,14977819,Wok Wok Chinese Delivery,1731 S Sheridan Rd,"Tulsa, OK 74112"
1183,14994190,C & C S 27th St Llc Wongs Wok,3702 S 27th St,"Milwaukee, WI 53221"
1184,15000972,Woodbridge Delicatessen,575  Amboy Ave,"Woodbridge, NJ 07095"
1185,15019802,Woody's Crab House,29 S Main St,"North East, MD 21901"
1186,15061406,WU Loon Ming Restaurant,8 Chelmsford Rd,"North Billerica, MA 01862"
1187,15078352,Xetava Gardens,815  Coyote Gulch Ct,"Ivins, UT 84738"
1188,15090777,A&W Restaurant,208 N Main St,"Yale, MI 48097"
1189,15092700,Yamaya Seafood,825 W 6th Ave,"Anchorage, AK 99501"
1190,15102922,Yeas Wok,6969  Coal Creek Pkwy SE,"Renton, WA 98059"
1191,15106059,Yellow House,11068 N Government Way,"Hayden, ID 83835"
1192,15108062,Yen Ching House,625 S Main St,"Englewood, OH 45322"
1193,15110687,Yesterday's,100 S Highway 287,"Decatur, TX 76234"
1194,15123719,Yorkside Pizza New Haven,288  York St,"New Haven, CT 06511"
1195,15140089,Your Place,605 S Hopkins Ave,"Titusville, FL 32796"
1196,15148385,Yummy Taste Chinese Restaraunt Corp,692  Us Highway 46,"Kenvil, NJ 07847"
1197,15148561,Yun Long Buffet,334  Highway 90,"Waveland, MS 39576"
1198,15149911,Jackie's Airport Restaurant,4557 N Clare Ave,"Harrison, MI 48625"
1199,15288193,China Buffet,54  Clinton Plz,"Clinton, IL 61727"
1200,15341006,Dynasty Kitchen,"1600  Park Ave, Ste A","South Plainfield, NJ 07080"
1201,15392696,Robinson's Coffee Shop,114  Broadway,"Kissimmee, FL 34741"
1202,15561504,Montgomery Donut & Ice Cream,284 N Frederick Ave,"Gaithersburg, MD 20877"
1203,15710753,Wall Street Pizza,90  Wall St,"New Haven, CT 06511"
1204,15763338,Dutch Treat Restaurant,339  Main St,"Spartansburg, PA 16434"
1205,15902769,China Bowl Chinese Food,3101  The Plz,"Charlotte, NC 28205"
1206,15983969,Wendy's Old Fashioned Hamburgers,1572  Mill Dam Rd,"Virginia Beach, VA 23454"
1207,15985690,The Magic Wok,"3501  Holland Rd, Ste 111","Virginia Beach, VA 23452"
1208,15991351,Taco Bell,1360 N Great Neck Rd,"Virginia Beach, VA 23454"
1209,16091023,Full Moon Saloon,207  Main St,"Stevensville, MT 59870"
1210,16417468,1132 Bar,1132  Race St,"Cincinnati, OH 45202"
1211,16797041,Ellijay Restaurant,351  Tails Creek Rd,"Ellijay, GA 30540"
1212,16917010,Anatolia Pizza Family Resturant,111  Rockingham St,"Bellows Falls, VT 05101"
1213,17237034,Desi's Downtown Restaurant and Catering,197 N Main St,"Crestview, FL 32536"
1214,17249238,Romano's Pizza,"154  Main St, Ste 2","Salem, NH 03079"
1215,17535735,Thrashers French Fries,401 S Atlantic Ave,"Ocean City, MD 21842"
1216,17589278,Aguila Con El Taco,123 W 5th  N,"Burley, ID 83318"
1217,17683791,Wendy's,698  Ralston Ave,"Belmont, CA 94002"
1218,17770281,Jon's Drive In,1030 S Mission St,"Mount Pleasant, MI 48858"
1219,17914991,Tres Hombres Mexican Restaurant & Bar,119 N Washington St,"Carbondale, IL 62901"
1220,18200255,Wendy's Old Fashioned Hamburgers,1610 N Riverside Dr,"Espanola, NM 87532"
1221,18238833,Panda Chinese Kitchen,"320 E Philadelphia St, Ste D","York, PA 17403"
1222,18280417,Caribou Coffee,"41 S High St, Ste 135","Columbus, OH"
1223,18330502,Bert's La Taqueria,416  Agua Fria St,"Santa Fe, NM 87501"
1224,18500879,Classic Kitchens,1920  5th Ave NE,"Austin, MN 55912"
1225,18515250,China Garden,750  Washington Ave,"Revere, MA 02151"
1226,18674259,Kurley's Sports Bar & Grill,124 E Jackson St,"Mountain Home, ID 83647"
1227,18819382,Casey's Restaurant & Lounge,180  Harrison St,"American Falls, ID 83211"
1228,18846882,Royal Cafe,600  11th Ave,"Columbus, GA 31901"
1229,19071106,La Fiesta Mexican Restaurant,1419  Virginia Ave,"Atlanta, GA 30337"
1230,19122244,Jimboy's Tacos,700 E 2nd St,"Reno, NV 89502"
1231,19177564,Me & Ollies Bakery and Cafe,64  Water St,"Exeter, NH 03833"
1232,19178660,Village Pizza,45  Main St,"Durham, NH 03824"
1233,19188093,A&W Restaurant,133 N J St,"Tulare, CA"
1234,19264360,Oz Concessions,1308  Broad St,"Plymouth, IA 50464"
1235,19367026,Taco Bell,25465  Horace Harding Expy,"Little Neck, NY 11362"
1236,19699324,Ambro's Subs,105 W Arrow Hwy,"San Dimas, CA 91773"
1237,19723759,Texas Roadhouse,6228  Rt 30 Hempfield Sq,"Greensburg, PA"
1238,19779352,John's Drive-In,1317  Arcadian Ave,"Waukesha, WI 53186"
1239,19990950,Bread Box,460  Islington St,"Portsmouth, NH 03801"
1240,20051547,Dragon Den Chinese Restaurant Of Simpson,"621  Fairview Rd, Ste N","Simpsonville, SC 29680"
1241,20231211,Giorgio's Pizza,9 E Market St,"Indianapolis, IN 46204"
1242,20921139,Chinese Restaurant Great Wall Buffet,1025 S Mission St,"Mount Pleasant, MI 48858"
1243,21085637,88 Seafood Market,"2710 W Edinger Ave, Ste G","Santa Ana, CA 92704"
1244,21177589,Howards Restaurant,70 N Indiana ave,"Englewood, FL 34223"
1245,21482500,Bella Blu Restaurant,967  Lexington Ave,"New York, NY 10021"
1246,21501921,LaBelle Management,"405 S Mission St, Ste C","Mount Pleasant, MI 48858"
1247,21508292,Martha's Kitchen,22  Kingman St,"Saint Albans, VT 05478"
1248,21534965,Down The Street,203 E Seltice Way,"Post Falls, ID 83854"
1249,21663533,Middlebury Bagel & Delicatessen,11  Washington St,"Middlebury, VT 05753"
1250,21755167,Italian Gardens,814  Kenilworth Dr,"Towson, MD 21204"
1251,21865205,Red Lobster,800  Lehigh Valley Mall,"Whitehall, PA 18052"
1252,21934289,Mc Donalds Restaurant,10711 N Il Route 47,"Huntley, IL 60142"
1253,21959179,A-1 Seafood Center,1627  Route 37  E,"Toms River, NJ 08753"
1254,22130111,Mexican Villa,316 W Kearney St,"Springfield, MO 65803"
1255,22219311,Taco Bell,4743  Dixie Hwy,"Waterford, MI 48329"
1256,22370781,Peking Restaurant,139 S Queen St,"Martinsburg, WV 25401"
1257,22500936,Subway,205 W Us Highway 54,"El Dorado Springs, MO"
1258,22666951,Pizza Hut,403 N Mcgee St,"Caney, KS 67333"
1259,22773715,Tc Food Mart,400  Johnson Rd,"Michigan City, IN 46360"
1260,22814542,Homestead Cafe,813  State St,"Weiser, ID 83672"
1261,22892986,KFC,680 E 17th St,"Idaho Falls, ID"
1262,22988187,Viet's Seafood,1860  Scenic Hwy,"Baton Rouge, LA 70802"
1263,23069777,Das Dutch Kitchen,14278 E Lincoln Way,"Dalton, OH 44618"
1264,23490962,Yen's Chinese Restaurant,"9010  Monroe Rd, Ste A","Charlotte, NC 28270"
1265,23515102,Cold Bay Seafood,25  Preble St,"Portland, ME 04101"
1266,23515870,Street & Company,33  Wharf St,"Portland, ME 4101"
1267,23629835,Subway,709  3rd Ave NW,"Hazen, ND"
1268,23749602,Meals On Wheels,1  Sally Sweet Way,"Salem, NH"
1269,23856579,Lala's Mexican Food,1649 Farm Road 1001,"Mount Pleasant, TX 75455"
1270,23869576,No,2678 S Kinnickinnic Ave,"Milwaukee, WI 53207"
1271,24053446,New China Restaurant,110 E Front St,"Hancock, NY 13783"
1272,24233689,Bangkok Cafe,1225 E Hampden Ave,"Englewood, CO 80113"
1273,24277029,Casey's General Store,720 S State St,"Litchfield, IL 62056"
1274,24681865,Subway,720  Main St,"Neodesha, KS"
1275,24720979,Mc Graw Pizzeria,6  Main St,"Cortland, NY 13045"
1276,24813837,Charly Temmel & Wt Ice Cream Inc,25437  Rye Canyon Rd,"Valencia, CA 91355"
1277,24823183,Lobster House Joe S,1898  Hylan Blvd,"Staten Island, NY 10305"
1278,24917974,The Garage,1701 N James St,"Rome, NY 13440"
1279,25152588,Radley's Fountain Grill,1559 S Alabama Ave,"Monroeville, AL 36460"
1280,25454135,Taco Villa,701 E Amarillo Blvd,"Amarillo, TX 79107"
1281,25575221,Taco Bell,3401  5th Ave N,"Saint Petersburg, FL 33713"
1282,25635798,Cinco De Mayo Restaurant,5770  Old Hickory Blvd,"Hermitage, TN 37076"
1283,25635939,White Castle,5805  Old Hickory Blvd,"Hermitage, TN 37076"
1284,26051586,Taco Bell,12708  Front Beach Rd,"Panama City Beach, FL 32407"
1285,26052946,Outback Steakhouse,861 W 23rd St,"Panama City, FL"
1286,26053094,Los Rancheros Mexican Restaurant,208 W 23rd St,"Panama City, FL 32405"
1287,26189162,Dan's Drive In,733  Washington St,"Montpelier, ID 83254"
1288,26189215,Arctic Circle,408  Clay St,"Montpelier, ID"
1289,26351365,Ranch Club,3544 W Chinden Blvd,"Garden City, ID 83714"
1290,26599297,Rock Around The Market,1825  Chew St,"Allentown, PA 18104"
1291,26774065,Outback Steakhouse,2941 Plank Rd,"Fredericksburg, VA 22401"
1292,26844427,Waffle House,5771  Old Hickory Blvd,"Hermitage, TN 37076"
1293,27000090,Magic Wok Chinese Restaurant,"701 S Roan St, Ste A","Johnson City, TN 37601"
1294,27078457,El Zorrito Mexican Restaurant,880  Atlanta St,"Roswell, GA 30075"
1295,27149295,Casey's General Store,221 N Depot Rd,"Wataga, IL 61488"
1296,27167571,Agozar Cuban Bistro Bar,324 Bowery,"New York, NY 10012"
1297,27177105,Abacus Inn,3509 W Thunderbird Rd,"Phoenix, AZ 85053"
1298,27245761,Anita's Mexican Restaurant,101  Alice Ave,"Simpsonville, SC 29681"
1299,27369895,Roma Pizza,15 W Main St,"Ephrata, PA 17522"
1300,27387034,Snyder's Restaurant,1717  Route 9,"Clifton Park, NY 12065"
1301,27562433,Fu Company,650  Smithfield St,"Pittsburgh, PA 15222"
1302,27656790,Meritage Restaurant,5454  Post Rd,"East Greenwich, RI 2818"
1303,27885644,Carchedi's Restaurant,30 E Water St,"Lowellville, OH 44436"
1304,28043753,Joe's Bakery & Coffee Shop,2305 E 7th St,"Austin, TX 78702"
1305,28123740,Talk of The Town Coffee Shop,119 S Main St,"Elmer, NJ 08318"
