srch_id,item_id,item_title,item_add1,item_add2
3558,683743562,Homemade Heaven,12 N Spruce St,"Ogallala, NE 69153"
3559,683750609,Tortilleria Mexicana La Serranita,1521 E Fulton St,"Garden City, KS 67846"
3560,683758826,Blackthorn Pizza & Pub,510 S Joplin Ave,"Joplin, MO 64801"
3561,683763047,P C Cafe and Resource Center,116 S 17th St,"Unionville, MO 63565"
3562,683776612,McDonald's,11882  Us Highway 93  S,"Lolo, MT"
3563,683777166,Mountain View Pizza,225  2nd St S,"Great Falls, MT 59405"
3564,683777504,El Corral,4907  Southgate Dr,"Billings, MT 59101"
3565,683778441,Mojoes,829  3rd St W,"Hardin, MT 59034"
3566,683801128,McDonald's,1635 E Main St,"Waukesha, WI 53186"
3567,683831649,Au Bon Pain,26  Monument Cir,"Indianapolis, IN"
3568,683839103,1 Pho,7778 W 130th St,"Cleveland, OH 44130"
3569,683852283,Popeyes Famous Fried Chicken,747  Sunset Dr,"Grenada, MS"
3570,683866840,Davids Catfish House,1842 E Three Notch St,"Andalusia, AL 36421"
3571,683874142,Sonic Drive-In,3450 SE Maricamp Rd,"Ocala, FL 34471"
3572,683890840,The Wild Olive,797 N Pearl St,"Crestview, FL 32536"
3573,683899392,Shuck's Seafood,248 W Walnut St,"Jesup, GA 31545"
3574,683900041,Pita Pit,"101  Little Neck Rd, Ste 2E","Savannah, GA 31419"
3575,683904155,Giovanna's Italian Kitchen,1375  Virginia Ave,"Atlanta, GA 30344"
3576,683920391,Sapphires,203 N Goose Creek Blvd,"Goose Creek, SC 29445"
3577,683947560,Chen's Kitchen,3538  Tidewater Dr,"Norfolk, VA 23509"
3578,683947641,China Wok,"5900 E Virginia Beach Blvd, Ste 56","Norfolk, VA 23502"
3579,683948635,Bonefish Grill,5212 Monticello Avenue,"Williamsburg, VA 23188"
3580,683950285,Olde Towne Steak & Seafood,1609  Princess Anne St,"Fredericksburg, VA 22401"
3581,683963493,Pei Wei,950 Baltimore Pike,"Springfield, PA 19064"
3582,683975941,Great Wall Chinese Restaurant,14 W Midland Ave,"Midland, PA 15059"
3583,683979717,Godfather's Pizza,325  Main St,"Oneonta, NY 13820"
3584,683984818,Catskill Med Peds,64  Jefferson St,"Monticello, NY 12701"
3585,684022471,Sabatino North Llc.,14 E Broadway,"Derry, NH 03038"
3586,684027843,Rte,66  Haverhill Rd,"Amesbury, MA 01913"
3587,684132173,Panda Express,105  Ferrari Ranch Rd,"Lincoln, CA 95648"
3588,684165032,Rolling Stop,15883  Grand Ave,"Lake Elsinore, CA 92530"
3589,684224703,Panda Express,1811  12th Ave Rd,"Nampa, ID"
3590,684251207,Mama's Pizzeria,401 N 10th St,"McAllen, TX 78501"
3591,684281343,Gui,2719  Mckinney Ave,"Dallas, TX 75204"
3592,684313881,Subway,515  Jefferson St,"Lafayette, LA"
3593,684341966,El Espolon,"915  Eastland Dr, Ste E","Jefferson City, MO 65101"
3594,684366791,Dempsey's Irish-American Grill,6520 S Cicero Ave,"Chicago, IL 60638"
3595,684389371,Crabtree Coffee,"618 W Main St, Ste 102","Lewistown, MT 59457"
3596,684389448,Joe's Family Steak House,402 S Main St,"Conrad, MT 59425"
3597,684390431,South 40 Lounge,207  2nd Ave NW,"Sidney, MT 59270"
3598,684392383,Rockin' Relics,205 S Main Ave,"Rugby, ND 58368"
3599,684470984,V & J Center Foods,161  Lowellville Rd,"Struthers, OH 44471"
3600,684549629,Chops Restaurant,336 S Washington Ave,"Titusville, FL 32796"
3601,684595801,Subway,"5191  Clinton Rd, Ste 103","Stedman, NC 28391"
3602,684681377,Happy Chinese Kitchen,310 E Penn Dr,"Enola, PA 17025"
3603,684698002,Bistro Tallulah,26  Ridge St,"Glens Falls, NY 12801"
3604,684698017,Rauls Mexican Grill,162  Glen St,"Glens Falls, NY 12801"
3605,684700023,Frank Guido's Little Italy,14  Thomas St,"Kingston, NY 12401"
3606,684716834,Amore Cubano,2018  3rd Ave,"New York, NY 10029"
3607,684722577,Bay Treasure Seafood,1658  Route 9,"Toms River, NJ 08755"
3608,684754640,Me Lobster And Seafood,25  Preble St,"Portland, ME 04101"
3609,684757118,Bonhoeffers Cafe,8  Franklin St,"Nashua, NH 03064"
3610,684762313,Sea Jem Imports,"420  Washington St, Ste 301","Braintree, MA 02184"
3611,684805857,Subway,2815  Pocatello Ave,"American Falls, ID"
3612,684806492,Me N' Stan's Products,208 W 1st  N,"Rexburg, ID 83440"
3613,684807225,The Bistro On Spruce,1710 N 4th St,"Coeur D Alene, ID 83814"
3614,684943764,Van Der Valk Golf Resort Inverness,4555 E Windmill Dr,"Inverness, FL 34453"
3615,684958164,Wolfer's Diner,126  3rd Ave,"Havre, MT 59501"
3616,684959889,Big Sky Cafe,13 W Main St,"Cut Bank, MT 59427"
3617,684965432,Bunker's,7420 W Greenfield Ave,"Milwaukee, WI 53214"
3618,684968493,Lalo's Mexican Food,2501 E 7th St,"Joplin, MO 64801"
3619,684983721,1 Eastern Super Buffet,"1901 S Signal Butte Rd, Ste 101","Mesa, AZ 85209"
3620,684987460,Antonio's Italian Restaurant,416 NE 3rd St,"Lafayette, OR 97128"
3621,685023373,R and L Partnership,12025  Us Highway 1,"North Palm Beach, FL 33408"
3622,685027282,Dayboat Seafood,1335  Old Dixie Hwy,"West Palm Beach, FL 33403"
3623,685043124,Our Town Pizza,"19  Wilton Rd, Ste 3","Peterborough, NH 03458"
3624,685045218,Dos Amigos Mexican Restaurant,708  Tennessee Rd,"Albany, KY 42602"
3625,685053538,Ponderosa Steakhouse,115  Henslee Dr,"Dickson, TN 37055"
3626,685056800,P.F. Chang's,800 Boylston St.,"Boston, MA 02199"
3627,685058686,Tresca's Eating Place,25  Church St,"Watertown, MA 02472"
3628,685065732,Kci Restaurant Services,3370  L Ave,"Tama, IA 52339"
3629,685074661,Papa Murphy's Take 'N' Bake Pizza,218 E Culton St,"Warrensburg, MO"
3630,685079474,Vinny's Pizza,116  6th St N,"Wahpeton, ND 58075"
3631,685106626,Mill Creek Community Bldg,403  Bank Barn Ln,"Lancaster, PA 17602"
3632,685114632,Royal Hunan Seafood,5  Greek Ln,"Edison, NJ 08817"
3633,685114781,P.F. Chang's,3710 Rt 9 Suite 2817,"Freehold, NJ"
3634,685182821,The Green Room Cafe & Coffeehouse,536 N Main St,"Hendersonville, NC 28792"
3635,685197543,Mig's Pizza Castle,1415  Bypass 72  NE,"Greenwood, SC 29649"
3636,685199786,Groucho's Deli of Spartanburg,100 E Main St,"Spartanburg, SC 29306"
3637,685201011,Lin Garden,1004 W Georgia Rd,"Simpsonville, SC 29680"
3638,685224558,Sam & Ella's Chicken Palace,2209 S Elliott St,"Pryor, OK 74361"
3639,685334412,Viva El Taco,"6775 E Lake Mead Blvd, Ste 2","Las Vegas, NV 89156"
3640,685365104,Panera Bread,23501 Cinco Ranch Boulevard,"Katy, TX 77494"
3641,685387963,Don Jose Mexican Rest of Lawton LLC,1831 NW Cache Rd,"Lawton, OK 73507"
3642,685390253,Blue Coast Burrito,"1320  Stadium Blvd, Ste A","Jonesboro, AR 72401"
3643,685418815,Little Caesars Pizza,1406 W 47th St,"Chicago, IL 60609"
3644,685419568,Panda Express,2300  Harlem Ave,"Riverside, IL 60546"
3645,685485119,China Kitchen,"1400  Ellis Ave, Ste 4","Jackson, MS 39204"
3646,685534828,Pho Vy,"5156  River Rd, Ste A","Columbus, GA 31904"
3647,685535972,Taco Bell,723 E Forsyth St,"Americus, GA 31709"
3648,685560440,Jp Looneys,2213  Oak Ridge Rd,"Oak Ridge, NC 27310"
3649,685565781,Darla's Seafood,4010  George Washington Hwy,"Portsmouth, VA 23702"
3650,685568164,China King Chinese Restaurant,"2181  Upton Dr, Ste 402","Virginia Beach, VA 23454"
3651,685577946,Jerk Mon Grill,617 S Marlyn Ave,"Essex, MD 21221"
3652,685583682,Bayside Seafood And Produce,28537  Sussex Hwy,"Laurel, DE 19956"
3653,685607144,Toby Hill Bar & Grill Inc,28 N 5th Ave,"Clarion, PA 16214"
3654,685607390,Mazzanti's Beans & Cream,1800 N Main Street Ext,"Butler, PA 16001"
3655,685613120,Aurora Chinese Restaurant,"1694  Penfield Rd, Ste 7","Rochester, NY 14625"
3656,685661275,Wendy's Old Fashioned Hamburgers,45  Commerce Way,"Plymouth, MA 02360"
3657,685673178,Best Wok Chinese Restaurant,19  148th Ave NE,"Bellevue, WA 98007"
3658,685675930,Fresh Cuts Butcher & Seafood Market,"1528  Zoo Pkwy, Ste S","Asheboro, NC 27205"
3659,685809912,Puerto Vallarta LLC,11901 E State Route 69,"Dewey, AZ 86327"
3660,685824037,Virginian Restaurant,10 N Main St,"Buffalo, WY 82834"
3661,685863483,The Barking Dog,493  Pearl St,"Beaumont, TX 77701"
3662,685909864,Waffle House,3429  Paris Rd,"Chalmette, LA 70043"
3663,685916697,Super 8 Motel,104 W 11th St,"Coffeyville, KS"
3664,685967324,Cimarron Cafe & Catering,57  Po Box,"Columbia Falls, MT 59912"
3665,686002301,Goodwin Tucker Group,2304 S Lakeview Dr,"Clear Lake, IA 50428"
3666,686021115,River Rat Restaurant & Bar,29370 S River Rd,"Harrison Township, MI 48045"
3667,686022963,Donut Bank Bakery and Coffee Shop,1200  Lincoln Ave,"Evansville, IN 47714"
3668,686038867,Double M Diner,"537 S Broadway St, Ste 104","Greenville, OH 45331"
3669,686045006,Cafe 411,126 N Court St,"Medina, OH 44256"
3670,686093442,Arby's,1240 Homestead Rd North,"Lehigh, FL"
3671,686147399,American Wings & Seafood,"387  Cleveland Ave SW, Ste 1","Atlanta, GA 30315"
3672,686159606,Groucho's Deli McLeod's Plaza,800 E Cheves St,"Florence, SC 29506"
3673,686165243,Mayflower Seafood,303  Blowing Rock Blvd,"Lenoir, NC 28645"
3674,686180108,Firebirds Wood Fired Grill,1215  Creekshire Way,"Winston Salem, NC 27103"
3675,686180723,Stray Cat Wing Shack,2 N Mineral St,"Keyser, WV 26726"
3676,686198119,Long John Silver's,1699  Carl D Silver Pkwy,"Fredericksburg, VA"
3677,686210260,Vittorio's Deli,6303  Ivy Ln,"Greenbelt, MD 20770"
3678,686326025,Cosmic Bakery & Cafe,30 S Main St,"Saint Albans, VT 05478"
3679,686329925,Wolfgang's Pizza Subs & More,45  Center St,"Wolfeboro, NH 03894"
3680,686364624,Mex Tex Trio LLC,42 S 3rd St,"Easton, PA 18042"
3681,686366087,Don Jose's Mexican Restaurant,205 S Willow St,"Kenai, AK 99611"
3682,686386260,Bistro 29,620  5th St,"Santa Rosa, CA 95401"
3683,686433142,Roberto's Taco Shop,3435 N Nellis Blvd,"Las Vegas, NV 89115"
3684,686455047,The Loft,125 W Idaho St,"Weiser, ID 83672"
3685,686467705,La Herradura,423 S Dumas Ave,"Dumas, TX 79029"
3686,686503311,Cracker Barrel,32150  Walker Rd N,"Walker, LA 70785"
3687,686528984,Emperor Wok,2910 N Ashland Ave,"Chicago, IL 60657"
3688,686567759,Subway,158 N 1st St,"Harrison, MI 48625"
3689,686585214,Memos House of Pancakes,1714 E Us Highway 20,"Michigan City, IN 46360"
3690,686595137,Sully's Irish Pub,117 W Liberty St,"Medina, OH 44256"
3691,686602094,Mcdonald's,801 N Cross St,"Albany, KY 42602"
3692,686628779,Bennett's Fresh Roast,2011  Bayside Pkwy,"Fort Myers, FL 33901"
3693,686715059,Daddy's Main Street Hot Dog,513  Main St,"Clarion, PA 16214"
3694,686719387,Golden Wok,361  Euclid Ave,"Canonsburg, PA 15317"
3695,686730196,Sushi Thai At The Park,"1707  Route 9, Ste 100","Clifton Park, NY 12065"
3696,686783354,Tim Hortons,54  Bangor St,"Augusta, ME 04330"
3697,686958381,Ils Wayport Inc,11882  Us Highway 93  S,"Lolo, MT 59847"
3698,687087530,Lil' Britain,116  North St,"Bennington, VT 05201"
3699,687125578,Rivers Mist Gallery,317  Main St,"Stevensville, MT 59870"
3700,687127592,Junior's Downtown,176  Main St,"Burlington, VT 05401"
3701,687127879,Butch's Cafe,1560 S Main St,"Delta, CO 81416"
3702,687128406,Baires Deli LLC,131 S Main St,"Marion, OH 43302"
3703,687128802,Akamaru Japanese Restaurant,120 W Main St,"Visalia, CA 93291"
3704,687145429,Meldoys Cafeteria,"1000  Lee Blvd, Ste 303","Lehigh Acres, FL 33936"
3705,687159320,Guzto's Fast Food,1005 S Kentucky Ave,"Evansville, IN 47714"
3706,687197379,Payne Pizza & More,120  Harding Way W,"Galion, OH 44833"
3707,687212483,Heraldo's Mexican and American Restauran,"116  Glacier Dr, Ste 106","Lolo, MT 59847"
3708,687237830,Taqueria La Michoacana,932  Emerald Ave,"Toledo, OH 43609"
3709,687301470,Bellini's Ristorante & Bar,6801  Cahaba Valley Rd,"Birmingham, AL 35242"
3710,687309942,Have A Great Sandwich,18  Broadway,"Kissimmee, FL 34741"
3711,687374409,China One,3838  52nd St SE,"Grand Rapids, MI 49512"
3712,687421200,Taco Bell,26008  Hillside Ave,"Glen Oaks, NY 11004"
3713,687690479,Tango Cafe,414  Church St,"Sandpoint, ID 83864"
3714,687741394,P.F. Chang's,3100 Expressway 83,"McAllen, TX 78503"
3715,687956819,Ted's Montana Grill,105 W Main St,"Bozeman, MT 59715"
3716,687961670,Upin Thai,27 S Main Ave,"Dickinson, ND 58601"
3717,688227532,Tios Mexican Cafe,921  Sumter St,"Columbia, SC 29201"
3718,688303553,Red Robin,690 N West End Blvd,"Quakertown, PA 18951"
3719,688473618,Via Al Paraiso,384 W Main St,"Waterbury, CT 06702"
3720,688487855,El Paisa,40 E Washington St,"Hagerstown, MD 21740"
3721,688508729,Ed's Sicilian Sandwich Shopp,120 N Queen St,"Martinsburg, WV 25401"
3722,688515761,Courtyard Chicago Midway Airport,6610 South Cicero Avenue,"Bedford Park, IL 60638"
3723,688541439,Colter Coffee House,424  Main St,"Kalispell, MT 59901"
3724,688561972,Tacourt Authentic Mexican Food,74 W Elm St,"Brockton, MA 02301"
3725,688587226,Palmer Plaza Cafe,"1801 W End Ave, Ste 300","Nashville, TN 37203"
3726,688592488,White Castle,2000 S Old Highway 94,"Saint Charles, MO 63303"
3727,688597729,Brickhouse Grille,2 W Villard St,"Dickinson, ND 58601"
3728,688625069,Arby's,1993 Richmond Rd,"Williamsburg, VA 23185"
3729,688626102,Gaubaukham Tai Restaurant,2270  Executive Dr,"Hampton, VA 23666"
3730,688665378,Pizza Hut,"123  Farmington Ave, Ste 16","Bristol, CT 06010"
3731,688674443,Wrapzody Gourmet Wrapz,99 N Main St,"Memphis, TN 38103"
3732,688677612,Great Alaska Pizza Co,"591 E Parks Hwy, Ste 402","Wasilla, AK 99654"
3733,688736093,Sushi On Chapel,"1022  Chapel St, Ste C","New Haven, CT 06510"
3734,688752076,Julian Java,132 S 1st St,"Saint Maries, ID 83861"
3735,688755566,Kloys Pizza,120 N Main St,"Payette, ID 83661"
3736,688757282,Casa De Oro,120 W Cameron Ave,"Kellogg, ID 83837"
3737,688757344,Fresh Cut Deli,182 N Main St,"Victor, ID 83455"
3738,688766776,Kirby's Steakhouse San Antonio,123 N Loop 1604  E,"San Antonio, TX 78232"
3739,688776412,Parlor Steakhouse,1600  3rd Ave,"New York, NY 10128"
3740,688864992,Mickeys Hideaway,16409  Red Arrow Hwy,"Union Pier, MI 49129"
3741,688928716,Sol De Vallarta LLC,4 S Main St,"Buffalo, WY 82834"
3742,688932272,T D's Pizza & Subs,210 W Highway St,"Oneida, IL 61467"
3743,689012599,Taste Of Caribbean,114 N Elm St,"Greensboro, NC 27401"
3744,689016846,Pak A Pig,800  Smith St,"Leesville, LA 71446"
3745,689035416,Bradley's,909 N State Road 19,"Palatka, FL 32177"
3746,689060304,Rising Trout Cafe & Book Store,217 W Main St,"Lewistown, MT 59457"
3747,689061110,Guadalajara Family Mexican Restaurants,216 S 1st Ave,"Laurel, MT 59044"
3748,689062763,Charlies Pizza,1159 E Railroad St,"Cut Bank, MT 59427"
3749,689099022,Indulge,708 N Milwaukee St,"Milwaukee, WI 53202"
3750,689150021,10601 Ten Six O'one Restaurant,10601 N 56th St,"Scottsdale, AZ 85254"
3751,689179883,Ruth's Chris Steak House,525 Fulton Street,"New Orleans, LA 70130"
3752,689191737,Burrito Wraps LLC,688  Crescent St,"Brockton, MA 02302"
3753,689193944,P.F. Chang's,1245 Worcester St. Suite #4008,"Natick, MA 01760"
3754,689234082,El Chapulin Restaurant,116 S Winter St,"Adrian, MI 49221"
3755,689270273,The Mexicatessen,"Fresno, CA 93790",
3756,689273525,Mikey V's Cafe,209 E Tulare Ave,"Tulare, CA 93274"
3757,689308743,Ay Mamacita Authentic Mexican Taqueria,1707 NW Sheridan Rd,"Lawton, OK 73505"
3758,689311678,Doc's Lakeside Seafoo Restaurant,726 S Main St,"Canandaigua, NY 14424"
3759,689333409,Jake's Coffee Company,227  Mechanic St,"Lebanon, NH 03766"
3760,689333674,Jasmine's Famous Roast Beef & Seafood,178  Lafayette Rd,"Seabrook, NH 03874"
3761,689334331,Pimentos,69  Water St,"Exeter, NH 03833"
3762,689335003,Lola's Family Restaurant and Lounge,507  Maple St,"Manchester, NH 03104"
3763,689357738,Bonefish Grill,901 Lehigh Lifestyle Center,"Whitehall, PA 18052"
3764,689387829,Marliave,10  Bosworth St,"Boston, MA 2108"
3765,689391200,Super Fusion Cuisine II Incorp,54  Mount Auburn St,"Watertown, MA 02472"
3766,689394826,Sharon's Cafe,14  Salem Business Ctr S,"Salem, IL 62881"
3767,689404293,American Soda Fountain & Sandwich Shoppe,205 N Penn Ave,"Independence, KS 67301"
3768,689404326,Anemaes,112 N 10th St,"Independence, KS 67301"
3769,689404938,Chinese Chef,900 N 16th St,"Parsons, KS 67357"
3770,689461472,Java-Licious Coffee Cafe,119 E Main St,"Beulah, ND 58523"
3771,689483004,Columbus Marriott,800 Front Avenue,"Columbus, GA 31901"
3772,689536918,China Inn,7 S 6th St,"Mc Sherrystown, PA 17344"
3773,689575047,Panda Express,3710  Us Highway 9,"Freehold, NJ"
3774,689595397,American Asian Food Market Inc,315 N Great Neck Rd,"Virginia Beach, VA 23454"
3775,689663542,Full Bellies Restaurant & Catering,241  Main St,"Bennington, VT 05201"
3776,689667878,J C's Seafood,3189  Whiskey Rd,"Aiken, SC 29803"
3777,689673209,El Sonsonateco Mexican Restaurant,6856  Midlothian Tpke,"Richmond, VA 23225"
3778,689682713,Leal's Mexican Restaurant,600 S Tyler St,"Amarillo, TX 79101"
3779,689703737,Gonna China,5430  Bruce B Downs Blvd,"Wesley Chapel, FL 33544"
3780,689753652,The Drive-In Inc,135 E Palmetto St,"Florence, SC 29506"
3781,689774615,Arby's,3204 SE County Rd 255,"Lee, FL 32059"
3782,689790108,Dinos Grill,180  Westminster Rd,"Canterbury, CT 06331"
3783,689813939,Chef's Downtown Wings And More,200  Poplar Ave,"Memphis, TN 38103"
3784,689819775,Tacos Mi Pueblo,2024  New Boston Rd,"Texarkana, TX 75501"
3785,689827901,Davis & Sons Pit BBQ,11440  Kenai Spur Hwy,"Kenai, AK 99611"
3786,689832077,Don Antonio,1252  Stuyvesant Ave,"Union, NJ 07083"
3787,689843012,Ruth's Chris Steak House,301 N Water St,"Wilmington, NC 28401"
3788,689846559,Sushi-Zen Downtown,30  Martin Luther King Jr Blvd,"Savannah, GA 31401"
3789,689847846,Michael's Deli,13249  Cleveland St W,"Nahunta, GA 31553"
3790,689902749,Severiana Sanchez Burritos,1710  9th St,"Wichita Falls, TX 76301"
3791,689967132,Green Tea,7  Village Sq,"Westminster, MA 01473"
3792,689989963,Scratch,185 W Center St,"Victor, ID 83455"
3793,690006827,Black Bass Hotel,3774  River Rd,"Lumberville, PA 18933"
3794,690022577,Cravings At Lakeside Inn Cafe,15251  Lakeshore Rd,"Lakeside, MI 49116"
3795,690027199,Bulls and Bears,"38 S Potomac St, Ste 101","Hagerstown, MD 21740"
3796,690031186,Mediterranean Cafe,132 W Washington St,"Charles Town, WV 25414"
3797,690034457,Lola Z's Diner,315  Us Highway 189,"Kemmerer, WY 83101"
3798,690045167,White Castle,1129 N Morton St,"Franklin, IN 46131"
3799,690045553,New Oriental Garden,3100  Meridian Parke Dr,"Greenwood, IN 46142"
3800,690053874,Yamato Japanese & Thai Cuisine,1039 N Madison Blvd,"Roxboro, NC 27573"
3801,690062139,Ray's in the City,240 Peachtree St. NW,"Atlanta, GA 30303"
3802,690064085,Ringside Ribs,439  Harding Ave,"Shelby, MT 59474"
3803,690101609,Restaurant Warehouse,"608  10th St NE, Ste 1","Austin, MN 55912"
3804,690127154,Guadalajara Mexican Restaurant Inc,2403  Missouri Blvd,"Jefferson City, MO 65109"
3805,690127161,Chipotle Mexican Grill,1400  Missouri Blvd,"Jefferson City, MO 65109"
3806,690129249,Fat Boys Barbecue & More,901 E Llano Estacado Blvd,"Clovis, NM 88101"
3807,690136045,Number One Chinese Restaurant,511  Main St,"Oneonta, NY 13820"
3808,690141193,Grecians Greek & Italian Cuisine,122 W Franklin St,"Gallatin, TN 37066"
3809,690156748,Aj's Famous Seafood and Poboys,2100  Roswell Rd,"Marietta, GA 30062"
3810,690180627,George's Convienence & Deli,400 N King St,"Hampton, VA 23669"
3811,690182046,El Meson Mexican Restaurant,408  Sagamore Pkwy N,"Lafayette, IN 47904"
3812,690212267,Champa,437 N Main St,"Hendersonville, NC 28792"
3813,690225889,New York Pizza Company,123  Norwich Rd,"Plainfield, CT 06374"
3814,690253475,River Kwae Thai Cuisine,"23750  Alessandro Blvd, Ste L101","Moreno Valley, CA 92553"
3815,690268177,Cypress Briar Enterprises,1036  Saint Rita Hwy,"Saint Martinville, LA 70582"
3816,690293519,The Coffee Cottage,1115 N Spokane St,"Post Falls, ID 83854"
3817,690301976,Yantze Chinese Gourmet,"2333  Welsh Rd, Ste 28","Lansdale, PA 19446"
3818,690352709,Seaford Federal Credit Union,30650  Dupont Blvd,"Dagsboro, DE 19939"
3819,690362390,Town Square Tavern,20 E Broadway Ave,"Jackson, WY 83001"
3820,690376535,Chavos Mexican Restaurant,1032 S Pine St,"Vivian, LA 71082"
3821,690392634,Carrabba's Italian Grill,12957 Cortez Blvd,"Brooksville, FL 34613"
3822,690412978,Nature's Table Cafe,214  Broadway,"Kissimmee, FL 34741"
3823,690427382,Umami Moto,718 N Milwaukee St,"Milwaukee, WI 53202"
3824,690430467,DoubleTree by Hilton Hotel Springfield,2431 N. Glenstone Avenue,"Springfield, MO 65803"
3825,690458663,El Mariachi Taquerias Mexicanas,1753  Main St,"Brockton, MA 02301"
3826,690492353,Maryin's Fish And Chips,5436 S Central Ave,"Phoenix, AZ 85040"
3827,690492838,Panda Express,"4750 S 48th St, Ste 121","Phoenix, AZ 85040"
3828,690493772,State House Cafeteria,"107 N Main St, Rm 35","Concord, NH 03301"
3829,690494032,Mel Flanagan's Irish Pub & Cafe,52 N Main St,"Rochester, NH 03867"
3830,690495416,Shiloh's,202  Central St,"Woodsville, NH 03785"
3831,690543867,Giuseppe's Italian,414  Demers Ave,"Grand Forks, ND 58201"
3832,690675157,Huntin' Camp BBQ & Grill,2221 N Highway 25,"Travelers Rest, SC 29690"
3833,690758718,Moose Creek Grill,12  Emerson Ln,"Kellogg, ID 83837"
3834,690789477,El Sol De Mexico,309 E Broadway,"Waukesha, WI 53186"
3835,690792868,Villa Nova Pizza,134 E Buffalo St,"New Buffalo, MI 49117"
3836,690812434,Rocky Mountain Soup & Sandwich,119 N Bent St,"Powell, WY 82435"
3837,690833912,Panda Express,500  Triangle Shopping Ctr,"Longview, WA 98632"
3838,690844798,3 Sisters Speakeasy,226 Broadway,"Kissimmee, FL 34741"
3839,690851596,Kinesphere,66  Main St,"Lee, MA 01238"
3840,690890507,Marcelino Pan Y Vino,901  Tillery St,"Austin, TX 78702"
3841,690896805,Beach Hut Deli,104  Union St,"Nevada City, CA 95959"
3842,690912503,Julio's Mexican Restaurant,1502 SW 11th St,"Lawton, OK 73501"
3843,690917675,Taco Bell,68  Nashua Rd,"Londonderry, NH"
3844,690925360,Great Wall Chinese Restaurant,138  Morton Ave,"Folsom, PA 19033"
3845,690926147,Rinata Restaurant,2451  Hennepin Ave,"Minneapolis, MN 55405"
3846,690985775,Burrito Boarder,17  3rd St N,"Saint Petersburg, FL 33701"
3847,691001679,The Salt Factory Pub,952 Canton Street,"Roswell, GA 30075"
3848,691011878,Subway,61  The Sq,"Bellows Falls, VT"
3849,691014100,Subway,1151  Stonecrest Blvd,"Fort Mill, SC 29708"
3850,691016792,Panera Bread,631 Promenade Place,"Columbia, SC 29229"
3851,691017411,Sibley's Bar-B-Q,12000  Winfree St,"Chester, VA 23831"
3852,691043836,Christopher's Uncorked Bistro,224 N Main St,"Crestview, FL 32536"
3853,691073480,Tasty Bites Halal Chinese,"110  Durham Ave, Ste 130","South Plainfield, NJ 07080"
3854,691235441,Kangs Asian Bistro,6600 N Olie Ave,"Oklahoma City, OK 73116"
3855,691264550,Atchafalaya Seafood Co,2534 N Foster Dr,"Baton Rouge, LA 70805"
3856,691319557,Hackett Hot Wings,520 S Main St,"Joplin, MO 64801"
3857,691338647,Big Jj Fish & Chicken,1114 N Market St,"Champaign, IL 61820"
3858,691403810,Taste Of Africa,117 E Main St,"Port Washington, WI 53074"
3859,691422665,Little Caesars Pizza,4706 W Walton Blvd,"Waterford, MI 48329"
3860,691462922,Bamboo Garden,5106  Great Northern Mall,"North Olmsted, OH 44070"
3861,691556733,La Bamba Mexican and Spanish Restaurant,730  Us Highway 1,"North Palm Beach, FL 33408"
3862,691561914,Lago Restaurant,4979  New Broad St,"Orlando, FL 32814"
3863,691564402,McDonald's Restaurant,13939  Old Saint Augustine Rd,"Jacksonville, FL 32258"
3864,691567994,Costanzo's Pizza,"101  Little Neck Rd, Ste 8","Savannah, GA 31419"
3865,691578039,Donatos,1143  Stonecrest Blvd,"Fort Mill, SC 29708"
3866,691661522,DISH,213 W Washington St,"Charles Town, WV 25414"
3867,691661535,Charles Town Corner Cafe,122 N George St,"Charles Town, WV 25414"
3868,691664142,Burtons Grill,"741  First Colonial Rd, Ste 107","Virginia Beach, VA 23451"
3869,691791548,Papa Rick's Snack Shack,2005 N James St,"Rome, NY 13440"
3870,691819824,Happy Wok,"22  Lakeside Blvd, Ste 1","Hopatcong, NJ 07843"
3871,691858544,Three Dogs Pub LLC,43 N Main St,"Rochester, NH 03867"
3872,691905506,Flatbread Neapolitan Pizzeria,"830 N Main St, Ste A","Meridian, ID 83642"
3873,691905772,Papa Murphy's Take 'N' Bake Pizza,2418  12th Ave Rd,"Nampa, ID"
3874,691913671,Happy's Pizza,14252 Euclid Ave,"East Cleveland, OH 44112"
3875,691913787,Happy's Pizza,3980 Lee Rd.,"Cleveland, OH 44128"
3876,691914239,China Inn,1724 E Sangamon Ave,"Springfield, IL 62702"
3877,691930135,Bones,701 Grant St,"Denver, CO 80203"
3878,691952810,3 Brothers Pizza 3,316 N Center Ave,"Hardin, MT 59034"
3879,691962373,Roberto's Taco Shop,916 E Saint George Blvd,"Saint George, UT 84770"
3880,691974621,Taqueria Jalisco,1704 E Grand Ave,"Des Moines, IA 50316"
3881,691978970,Chipotle Mexican Grill,2501 NW Monroe Ave,"Corvallis, OR 97330"
3882,691979588,El Pargo Bar & Grill,200 N J St,"Tulare, CA 93274"
3883,691985188,Ming Moon Court Chinese Restaurant,742 E Ridge Rd,"Rochester, NY 14621"
3884,691987610,Nonni's Italian Eatery,172 N Main St,"Concord, NH 03301"
3885,691996898,Stoddard's Fine Food & Ale,48 Temple Pl,"Boston, MA 02111"
3886,692010854,Buddy's Place,1470 S Main St,"Mount Pleasant, NC 28124"
3887,692012804,La Margarita,5300  Sidney Simons Blvd,"Columbus, GA 31904"
3888,692014772,Residence Inn Chicago Midway Airport,6638 South Cicero Avenue,"Bedford Park, IL 60638"
